text,language
"Bâtant ses palmes, cridant, eschevelede ;",Old French
"Veit mort son fil, a terre chiet pasmede",Old French
"Lxxxvi Qui donc li vit son grant duel démener,",Old French
Son piz debatre e son cors degeter.,Old French
"Ses crins detraire e son vis maiseler,",Old French
"Et son mort fil baisier ed acoler,",Old French
N'i out si dur ne l'estoûst plorer.,Old French
"Lxxxvii Trait ses chevels e débat sa peitrine,",Old French
A grant duel met la soue charn medisme :,Old French
"« E ! filz », dist ele, « com m'oùs enhadide !",Old French
"E jo, dolente, com par fiji avoglide !",Old French
Net conoisseie plus qu'onques net vedisse. »,Old French
LXXXVIII Plourent sui ueil e si getet granz criz ;,Old French
"Sempres regretet : « Mar te portai, bels filz !",Old French
E de ta medre que n'aveies mercit ?,Old French
For teim vedeies desidrer a morir :,Old French
Çost grant merveille que pitiet ne t'en prist !,Old French
l LA VIH Dt; SAINT ALEXIS,Old French
"Lxxxix « A ! lasse, mesdre, corne oi fort aventure !",Old French
Ci vei jo morte tote Iiia portedure.,Old French
Ma longe atente a grant duel est venude.,Old French
"Que podrai faire, dolente, malfadude ?",Old French
Çost grant merveille que li miens cuers tant duret !,Old French
"xc « Filz Alexis, molt oûs dur corage",Old French
Quant adossas tôt ton gentil lignage !,Old French
Sed a mei soûle vels une feiz parlasses.,Old French
Ta lasse medre si la reconfortasses.,Old French
"Qui sist dolente ! Chiers filz, buer i alasses.",Old French
"xci « Filz Alexis, de la toue charn tendre!",Old French
A quel dolour déduit as ta jovente !,Old French
Por queim fois? jat portai en mon ventre;,Old French
E Deus le set que tote sui dolente :,Old French
Ja mais n'ier liede por ome ne por feme.,Old French
xcii « Ainz que t'oùsse en fui molt desidrouse ;,Old French
Ainz que nez fusses sin fui molt angoissouse ;,Old French
Quant jot vi net sin fui liede e joiouse;,Old French
"Or te vei mort, tote en sui corroçouse :",Old French
Ço peiset mei que ma fin tant demouret.,Old French
"xciii « Seignour de Rome, por amour Deu, mercit !",Old French
Aidiez m'a plaindre le duel de mon ami.,Old French
Granz est li duels qui sour mei est vertiz ;,Old French
Ne puis tant faire que mes cuers s'en sazit :,Old French
Nen est merveille: n'ai mais fille ne fil. »,Old French
xciv Entre le duel del pedre e de la medre,Old French
Vint la pulcele qued il out esposede :,Old French
"« Sire », dist ele, « com longe demorede !",Old French
"Atendut t'ai en la maison ton pedre,",Old French
O tum laissas dolente ed esguarede.,Old French
"Lxxxix,  — c,",Old French
"xcv « Sire Alexis, tanz jorz t'ai desidret,",Old French
"E tantes lairmes por le ton cors ploret,",Old French
"E tantes feiz por tei en loinz guardet,",Old French
"Se revenisses ta spouse conforter,",Old French
Por félonie neient ne por lastet !,Old French
"xcvi « O chiers amis, de ta jovente bêle !",Old French
Ço peiset mei que podrirat en terre.,Old French
"E ! gentils om, com dolente puis estre !",Old French
"Jo atendeie de tei bones noveles,",Old French
Mais or les vei si dures e si pesmes !,Old French
"xcvij « O bêle boche, bels vis, bêle faiture,",Old French
Com vei mudede vostre bêle figure !,Old French
Plus vos amai que nule créature.,Old French
Si grant dolour ui m'est apareude !,Old French
"Mielz me venist, amis, que morte fusse.",Old French
"xcviii « Se jot soùsse la jus soz le degret,",Old French
"O as geut dç longe enfermetet,",Old French
Ja tote gent nem soûssent torner,Old French
Qu'ensemble o tei n'oùsse converset :,Old French
"Se mei leust, si jt'oùsse guardet.",Old French
"xcix « Or sui jo vedve, sire », dist la pulcele,",Old French
"« Ja mais ledece n'avrai, quer ne puet estre.",Old French
Ne charnel ome n'avrai ja mais en terre.,Old French
"Dieu servirai, le rei qui tôt governet :",Old French
"Il nem faldrat, s'il veit que jo lui serve. »",Old French
c Tant i plorerent e li pedre e la medre,Old French
E la pulcele que tuit s'en alasserent.,Old French
En- tant dementres le saint cors conrederent,Old French
Tuit cil seignour e bel l'acostumerent :,Old French
Coni felix cil qui par feit l'onorerent !,Old French
Vie de saint Alexis z,Old French
l L\ VIE DE SAINT ALEXIS,Old French
"CI « Seignour, que faites ? » ço dist H apostoh'es.",Old French
"« Que valt cist criz, cist duels ne ceste noise ?",Old French
"Cui que seit duels, a nostre ues est il joie ;",Old French
Qiier par cestui avroms bon adjutone :,Old French
Si li preioms que de toz mais nos tolget. »,Old French
cil Trestuit le prenent qui pourent avenir;,Old French
"Chantant en portent le cors saint Alexis,",Old French
E ço li prient que d'els aiet mercit.,Old French
N'estuet somondre icels qui l'ont odit ;,Old French
"Truit i acorent, li grant e li petit. Sic",Old French
cm Si s'en comourent tote la gent de Rome,Old French
Plus tost i vint qui plus tost i pout corre.,Old French
Par mi les rues en vienent si granz torbes,Old French
"Ne reis ne coms n'i puet faire entrerote,",Old French
Ne le saint cors ne puedent passer oltre. J,Old French
civ Entre els en prenent. cil seignour a parler :,Old French
« Grant est la presse : nos n'i podroms passer.,Old French
Por cest saint cors que Deus nos at donet,Old French
"Liez est li pueples, qui tant l'at desidret :",Old French
"Tuit i acorent, nuls ne s'en vuelt torner. »",Old French
cv Cil en respondent qui l'empen'e baillissent .,Old French
"« Mercit, seignour ! nos en querroms mecine :",Old French
De noz aveirs feroms granz departides,Old French
"La main menude, qui l'almosne desidret :",Old French
"S'ils nos font presse, donc en ermes délivre. »",Old French
"cvi De lour trésor prenent l'or e l'argent,",Old French
Sil font geter devant la povre gent :,Old French
Par iço cuident aveir descombrement ;,Old French
Mais ne puet estre : cil n'en ruevent neient :,Old French
A cel saint cors ont tornet lour talent.,Old French
"CI,  — cxii,",Old French
cvii Ad une voiz crident la gcnt menude :,Old French
a De ccst aveir certes nos n'avoms cure.,Old French
Si grant ledece nos est apareude,Old French
"D'icest saint cors, n'avoms soing d'altre mune ;",Old French
Quer par cestui avroms nos bone aiude. »,Old French
cviii Onques en Rome nen out si grant letic/e,Old French
Come out le jorn as povres ed as riches,Old French
Por cel saint cors qu'il ont en lour baillie :,Old French
Ço lour est vis que tiengent Deu medisme ;,Old French
Trestoz li pueples lodet Deu e graciet.,Old French
cix Sainz Alexis out bone volentet :,Old French
Poruec en est ui cest jorn onorez.,Old French
"Li cors en gist en Rome la citet,",Old French
E Vanemç en est enz el paradis Deu :,Old French
Bien puet liez estre qui si est aloez.,Old French
ex Qui at pechiet bien s'en puet recorder:,Old French
Par penitencfe s'en puet très bien salver.,Old French
Bries est cist siècles: plus durable atendez.,Old French
Ço depreioms la sainte trinitet,Old French
Qu'o lui ensemble poissiems el ciel régner. $,Old French
"CXI Sorz ned avuegles ne contraiz ne leprous,",Old French
"Ne muz ned ors ne nuls palasinous,",Old French
"Ensourquetot ne neuls langorous,",Old French
"Nul n'en i at quin alget malendous,",Old French
Cel n'en i at quin report sa dolour.,Old French
cxii N'i vient enfers de nule enfermetet,Old French
Quant il l'apelet sempres n'aiet santet.,Old French
"Alquant i vont, alquant se font porter.",Old French
Si veirs miracles lour at Deus demostrez,Old French
Qui vint plorant chantant l'en fait râler.,Old French
LA VIE DE SAINT ALEXIS,Old French
"cxiii Cil dui seignour qui l'empene governenl,",Old French
Quant il i veident les vertuz si apertes.,Old French
"Il le receivent, sil portent e sil servent :",Old French
Alques par pri e le plus par podeste,Old French
"Vont en avant, si dçrompent la presse.",Old French
"cxiv Sainz Boneface, qued om martir apelet,",Old French
Aveit en Rome une église molt bêle :,Old French
Iluec en portent saint Alexis a certes,Old French
Ed atement le posent a la terre.,Old French
Félix li lueus o ses sainz cors herberget !,Old French
"cxv La gent de Rome, qui tant l'ont desidret,",Old French
Set jorz le tienent sour terre a podestet.,Old French
"Grant est la presse, ne l'estuet demander :",Old French
De totes parz l'ont si avironet,Old French
Qued avisonques i puet om abiter.,Old French
cxvi Al sedme jorn fut faite la herberge,Old French
"A cel saint cors, a la geme céleste ;",Old French
"En sus se traient, si alaschet la presse :",Old French
"Vueillent o non, sil laissent mètre en terre ;",Old French
"Ço peiset els, mais altre ne puet estre.",Old French
"cxvii Ad encensiers, ad orfes chandelabres",Old French
Clerc revestut en albes ed en chapes,Old French
Metent le cors enz el sarcueu de marbre.,Old French
"Alquant i chantent, li pluisour getent lairmes :",Old French
Ja le lour vuel de lui ne dessevrassent.,Old French
cxviii D'or e de gemes fut li sarcueus parez,Old French
Por cel saint cors qu'il i deivent poser ;,Old French
En terre! metent par vive podestet.,Old French
Plouret li pueples de Rome la citet :,Old French
Soz ciel n'at ome quis puisset conforter.,Old French
"CXIII,  — CXXIV,",Old French
cxix Or n'estuet dire del pedre e de la medre,Old French
E de la spouse corne il le regreterent ;,Old French
Quer tuit en ont loiir voiz si atempredes,Old French
Que tuit le plainstrent e tuit le doloserent :,Old French
Cel jorn i out cent mil lairmes ploredçs. ^,Old French
cxx Dessoure terre nel pourent mais tenir :,Old French
"Vueillent o non, sil laissent enfodir;",Old French
"Prenent congietal cors saint Alexis,",Old French
E si li prient que d'els aiet mercit.,Old French
Al son seignour il lour seit bons plaidis.,Old French
cxxi Vait s'en li pueplçs. E li pedre e la medre,Old French
E la pulcele onques ne dessevrerent :,Old French
Ensemble furent jusque a Deu s'en râlèrent.,Old French
Lour compaignie fut bone ed onorede :,Old French
Par cel saint ome sont lour animes salvedes.,Old French
"cxxii Sainz Alexis est el ciel senz dotance,",Old French
"Ensemble o Deu, en la compaigne as ang^les,",Old French
O la pulcele dont se fist si estranges ;,Old French
"Or l'at o sei, ensemble sont lourannnes :",Old French
Ne vos sai dire com lour ledece est grande.,Old French
"cxxiii Com bone peine, Deus, e com bon servisse",Old French
Fist cil sainz om en ceste mortel vide !,Old French
Quer ore est s'annne de glor/e replenide :,Old French
"Ço at ques vuelt, n'en est neient a dire ;",Old French
Ensourquetot e si veit Deu medisme.,Old French
cxxiv Las ! malfadut ! come esmes encombret !,Old French
Quer ço vedoms que tuit somes desvet.,Old French
De noz péchiez somes si avoglet,Old French
La dreite vide nos font tresoblider :,Old French
Par cest saint ome deussoms ralumer.,Old French
LA VIE DE SAINT ALEXIS,Old French
"cxxv Aiems, seignour, cest saint orne en memone,",Old French
Si li preioms que de toz mais nos tolget :,Old French
"En icest siècle nos achat pais e joie,",Old French
Ed en cel altre la plus durable glor/e,Old French
En ipse verbe : sin dimes Pater noster.,Old French
Roman d'Alexandre,Old French
I,Old French
"Dit Salomon, al primier pas,",Old French
Quant de son libre mot lo clas:,Old French
«Est vanitatum vanitas,Old French
Et universa vanitas.»,Old French
"Poyst lou me fay m'enfirmitas,",Old French
Toylle s'en otiositas!,Old French
Solaz nos faz' antiquitas,Old French
Que tot non sie vanitas!,Old French
II,Old French
En pargamen no·l vid escrit,Old French
Ne per parabla non fu dit,Old French
Del temps novel ne del antic,Old French
Nuls hom vidist un rey tan ric,Old French
Chi per batalle et per estric,Old French
Tant rey fesist mat ne mendic,Old French
Ne tanta terra cunquesist,Old French
Ne tan duc nobli occisist,Old French
Cum Alexander Magnus tist.,Old French
Qui fud de Grecia natiz.,Old French
III,Old French
Rey furent fort et mul podent,Old French
"Et de pecunia manent,",Old French
Rey furent sapi et prudent,Old French
"Et exaltat sor tota gent,",Old French
Mais non i ab un plus valent,Old French
D'echest dun faz l'alevament.,Old French
Contar vos ey pleneyrament,Old French
Del Alexandre mandament,Old French
IV,Old French
Dicunt alquant estrobatour,Old French
Que·l reys fud filz d'encantatour.,Old French
"Mentent, fellon losengetour.",Old French
"Mal en credreyz nec un de lour,",Old French
Qu'anz fud de ling d'enperatour,Old French
Et filz al rey macedonor.,Old French
V,Old French
Philippus ab ses pare non,Old French
Meyllor vasal non vid ainz hom.,Old French
Echel ten Gretia la region,Old French
E·ls porz de mar en aveyron.,Old French
"Fils fud Amint', al rey baron",Old French
Qui al rey Xersen ab tal tenzon.,Old French
VI,Old French
Et prist moylier dun vos say dir,Old French
"Pot sub cel genzor jausir,",Old French
"Sor Alexandre, al rey d'Epir",Old French
Qui hanc no degnet d'estor fugirer,Old French
Ne ad enperadur servir:,Old French
"Olimpias, donna gentil,",Old French
Dun Alexandre genuit.,Old French
VII,Old French
Reys Alexander quant fud naz,Old French
Per granz ensignes fud mostraz.,Old French
"Crollet la terra de toz laz,",Old French
"Toneyres fud et tempestaz,",Old French
"Lo sol perdet sas claritaz,",Old French
"Per pauc no fud toz obscuraz,",Old French
"Janget lo cels sas qualitaz,",Old French
Que reys est forz en terra naz.,Old French
VIII,Old French
En tal forma fud naz lo reys,Old French
Non i fud naz emfes anceys.,Old French
Mays ab virtud de dies treys,Old French
Que altre emfes de quatro meys.,Old French
"Si·l toca res chi micha peys,",Old French
Tal regart fay cum leu qui est preys.,Old French
IX,Old French
"Saur ab lo peyl cum de peysson,",Old French
Tot cresp cum coma de leon;,Old French
L'un uyl ab glauc cum de dracon,Old French
Et l'altre neyr cum de falcon.,Old French
De la figura en aviron,Old French
Beyn resemplet fil de baron.,Old French
X,Old French
"Clar ab lo vult, beyn figurad,",Old French
"Saur lo cabeyl recercelad,",Old French
Plen lo collet et colorad.,Old French
"Ample lo peyz et aformad,",Old French
"Lo bu subtil, non trob delcad,",Old French
"Lo corps d'aval beyn enforcad,",Old French
"Lo poyn e·l braz avigurad,",Old French
Fer lo talent et apensad.,Old French
XI,Old French
Mels vay et cort de l'an primeyr,Old French
Que altre emfes del soyientieyr.,Old French
"Eylay o vey franc cavalleyr,",Old French
Son corps presente volunteyr;,Old French
A fol omen ne ad escueyr,Old French
No deyne fayr regart semgleyr.,Old French
Aysi·s conten en magesteyr,Old French
Cum trestot teyne ja l'empeyr.,Old French
XII,Old French
"Magestres ab beyn affactaz,",Old French
"De totas arz beyn enseynaz,",Old French
